unix,date,symbol,open,high,low,close,volume ETH,volume USDT,tradecount
1644138000000,2022-02-06 09:00:00,ETH/USDT,3011.76000000,3019.45000000,3009.68000000,3018.98000000,7233.21920000,21805885.20758600,15451
1644134400000,2022-02-06 08:00:00,ETH/USDT,3010.56000000,3013.47000000,2998.05000000,3011.75000000,7938.37960000,23858183.56023000,16739
1644130800000,2022-02-06 07:00:00,ETH/USDT,3003.09000000,3018.00000000,2995.00000000,3010.56000000,8882.80320000,26716999.54851900,19698
1644127200000,2022-02-06 06:00:00,ETH/USDT,3020.00000000,3020.41000000,2997.43000000,3003.08000000,5973.46490000,17963937.95495900,14842
1644123600000,2022-02-06 05:00:00,ETH/USDT,3017.04000000,3022.07000000,3010.42000000,3020.00000000,3633.11290000,10963355.68166200,13231
1644120000000,2022-02-06 04:00:00,ETH/USDT,3008.59000000,3017.99000000,2988.70000000,3017.05000000,10797.77890000,32432986.78816600,23938
1644116400000,2022-02-06 03:00:00,ETH/USDT,3024.42000000,3025.43000000,3008.58000000,3008.60000000,4670.20490000,14095084.44548300,12016
1644112800000,2022-02-06 02:00:00,ETH/USDT,3030.58000000,3031.63000000,3015.39000000,3024.25000000,5582.63160000,16878042.91778500,16788
1644109200000,2022-02-06 01:00:00,ETH/USDT,3026.31000000,3033.84000000,3020.79000000,3030.58000000,7305.05410000,22120458.50127900,16688
1644105600000,2022-02-06 00:00:00,ETH/USDT,3012.64000000,3029.80000000,3010.43000000,3026.31000000,6174.43400000,18658572.10642300,14998
1644102000000,2022-02-05 23:00:00,ETH/USDT,3019.29000000,3023.81000000,3008.26000000,3012.65000000,5882.71390000,17746306.73028200,13920
1644098400000,2022-02-05 22:00:00,ETH/USDT,3020.91000000,3036.78000000,3015.74000000,3019.30000000,5172.28880000,15658601.93585000,15710
1644094800000,2022-02-05 21:00:00,ETH/USDT,3016.75000000,3030.80000000,3010.72000000,3020.91000000,6866.60390000,20755163.43826800,15009
1644091200000,2022-02-05 20:00:00,ETH/USDT,3011.00000000,3019.92000000,2993.36000000,3016.42000000,8843.48570000,26597158.54195400,18537
1644087600000,2022-02-05 19:00:00,ETH/USDT,3017.48000000,3021.47000000,3003.31000000,3011.00000000,5480.09250000,16516566.78447900,15334
1644084000000,2022-02-05 18:00:00,ETH/USDT,3015.97000000,3025.86000000,3005.89000000,3017.49000000,10200.16210000,30758955.09455300,23169
1644080400000,2022-02-05 17:00:00,ETH/USDT,3002.22000000,3022.89000000,2961.00000000,3015.96000000,37190.41400000,111045593.21410300,59602
1644076800000,2022-02-05 16:00:00,ETH/USDT,3051.33000000,3055.85000000,2997.00000000,3002.17000000,20440.49400000,61817607.79891000,40540
1644073200000,2022-02-05 15:00:00,ETH/USDT,3021.49000000,3060.47000000,3005.44000000,3051.33000000,30983.94970000,94295521.79507300,61562
1644069600000,2022-02-05 14:00:00,ETH/USDT,3023.07000000,3048.37000000,3008.00000000,3021.49000000,16841.70160000,50931380.34714100,32898
1644066000000,2022-02-05 13:00:00,ETH/USDT,3006.07000000,3029.58000000,3003.52000000,3023.07000000,11431.27090000,34510511.77833700,21182
1644062400000,2022-02-05 12:00:00,ETH/USDT,3011.72000000,3023.00000000,2998.05000000,3006.34000000,11731.57370000,35313546.79140400,24577
1644058800000,2022-02-05 11:00:00,ETH/USDT,3025.10000000,3029.99000000,3002.54000000,3011.72000000,9030.29940000,27206412.98686200,20406
1644055200000,2022-02-05 10:00:00,ETH/USDT,3027.75000000,3035.69000000,3007.00000000,3025.11000000,10648.16740000,32170076.95752900,24166
1644051600000,2022-02-05 09:00:00,ETH/USDT,3007.94000000,3033.00000000,3002.27000000,3027.75000000,17479.17990000,52790594.21894500,28537
1644048000000,2022-02-05 08:00:00,ETH/USDT,3001.43000000,3018.54000000,2988.07000000,3007.93000000,10309.45910000,30966333.54589000,23053
1644044400000,2022-02-05 07:00:00,ETH/USDT,3008.86000000,3010.63000000,2996.61000000,3001.43000000,12449.22660000,37385151.17299400,27012
1644040800000,2022-02-05 06:00:00,ETH/USDT,3024.27000000,3037.90000000,3006.26000000,3008.63000000,15947.84940000,48206586.74527000,43590
1644037200000,2022-02-05 05:00:00,ETH/USDT,3013.95000000,3034.30000000,3010.55000000,3024.28000000,13011.48320000,39324715.09814300,37900
1644033600000,2022-02-05 04:00:00,ETH/USDT,2997.75000000,3037.30000000,2987.69000000,3013.95000000,22376.86510000,67492456.92228600,47290
1644030000000,2022-02-05 03:00:00,ETH/USDT,2993.21000000,3004.75000000,2980.00000000,2997.74000000,13062.17190000,39111535.96743100,23457
1644026400000,2022-02-05 02:00:00,ETH/USDT,2971.00000000,3009.00000000,2968.00000000,2993.20000000,13388.31890000,40065064.94770400,25937
1644022800000,2022-02-05 01:00:00,ETH/USDT,2981.28000000,2986.96000000,2958.01000000,2971.01000000,12504.56060000,37192260.46497700,25337
1644019200000,2022-02-05 00:00:00,ETH/USDT,2994.99000000,3017.02000000,2967.27000000,2981.27000000,35530.97480000,106114470.07028800,61777
1644015600000,2022-02-04 23:00:00,ETH/USDT,2955.91000000,2995.00000000,2946.37000000,2994.99000000,22704.37900000,67528067.53463500,38748
1644012000000,2022-02-04 22:00:00,ETH/USDT,2954.20000000,2963.05000000,2930.17000000,2955.81000000,13906.30240000,40986032.91321100,29151
1644008400000,2022-02-04 21:00:00,ETH/USDT,2955.24000000,2961.55000000,2941.58000000,2954.42000000,8285.39870000,24428233.90321400,21050
1644004800000,2022-02-04 20:00:00,ETH/USDT,2958.75000000,2979.00000000,2946.23000000,2955.24000000,20092.86400000,59482731.30169600,40380
1644001200000,2022-02-04 19:00:00,ETH/USDT,2946.63000000,2963.52000000,2930.00000000,2958.75000000,17551.51370000,51694740.80250400,32893
1643997600000,2022-02-04 18:00:00,ETH/USDT,2954.85000000,2968.86000000,2941.00000000,2946.63000000,20190.91820000,59570936.97458100,36519
1643994000000,2022-02-04 17:00:00,ETH/USDT,2930.27000000,2960.75000000,2924.07000000,2954.59000000,29845.09890000,87854358.55866800,47626
1643990400000,2022-02-04 16:00:00,ETH/USDT,2871.79000000,2960.00000000,2867.84000000,2930.27000000,59395.79080000,173648989.89151900,98028
1643986800000,2022-02-04 15:00:00,ETH/USDT,2826.09000000,2928.00000000,2823.71000000,2871.78000000,89119.73740000,256813630.27822000,146538
1643983200000,2022-02-04 14:00:00,ETH/USDT,2773.43000000,2834.35000000,2762.45000000,2826.40000000,49254.01940000,137959129.25317900,79365
1643979600000,2022-02-04 13:00:00,ETH/USDT,2838.89000000,2856.00000000,2768.04000000,2773.44000000,43671.32640000,122382356.81075200,103187
1643976000000,2022-02-04 12:00:00,ETH/USDT,2828.33000000,2847.94000000,2828.17000000,2838.89000000,12575.46230000,35691635.24665500,31342
1643972400000,2022-02-04 11:00:00,ETH/USDT,2832.66000000,2843.70000000,2820.62000000,2828.17000000,18186.47430000,51520679.34099600,46108
1643968800000,2022-02-04 10:00:00,ETH/USDT,2847.02000000,2870.00000000,2823.22000000,2832.65000000,24022.09450000,68338614.69463800,64883
1643965200000,2022-02-04 09:00:00,ETH/USDT,2834.76000000,2857.51000000,2823.04000000,2847.02000000,25260.69390000,71756074.12030500,49224
1643961600000,2022-02-04 08:00:00,ETH/USDT,2804.52000000,2850.00000000,2803.94000000,2834.76000000,41376.42330000,117189602.80969300,104214
1643958000000,2022-02-04 07:00:00,ETH/USDT,2796.79000000,2807.86000000,2784.72000000,2804.55000000,20553.74210000,57482725.77848400,39634
1643954400000,2022-02-04 06:00:00,ETH/USDT,2770.39000000,2808.54000000,2770.39000000,2796.79000000,35222.07010000,98371141.32702100,50816
1643950800000,2022-02-04 05:00:00,ETH/USDT,2683.94000000,2780.67000000,2682.12000000,2770.39000000,63668.48220000,175098625.10026600,81803
1643947200000,2022-02-04 04:00:00,ETH/USDT,2682.99000000,2689.84000000,2675.48000000,2683.84000000,7879.77560000,21129734.03086200,15153
1643943600000,2022-02-04 03:00:00,ETH/USDT,2687.54000000,2695.57000000,2681.56000000,2682.99000000,9357.60870000,25159765.02287900,18158
1643940000000,2022-02-04 02:00:00,ETH/USDT,2679.10000000,2698.43000000,2675.00000000,2687.54000000,10304.56350000,27708149.98209500,21379
1643936400000,2022-02-04 01:00:00,ETH/USDT,2687.96000000,2688.16000000,2671.40000000,2679.10000000,7770.10390000,20831739.19351000,15405
1643932800000,2022-02-04 00:00:00,ETH/USDT,2695.21000000,2696.32000000,2678.20000000,2687.96000000,13808.08950000,37118348.84546600,23611
1643929200000,2022-02-03 23:00:00,ETH/USDT,2660.22000000,2699.00000000,2653.26000000,2695.46000000,12782.39260000,34188403.86325800,31303
1643925600000,2022-02-03 22:00:00,ETH/USDT,2659.87000000,2673.57000000,2643.31000000,2660.22000000,10088.36190000,26796353.15295200,28129
1643922000000,2022-02-03 21:00:00,ETH/USDT,2583.12000000,2673.76000000,2582.45000000,2659.97000000,26935.92990000,70956940.47928600,43879
1643918400000,2022-02-03 20:00:00,ETH/USDT,2598.11000000,2611.02000000,2576.31000000,2583.12000000,15279.60920000,39620630.59056200,29818
1643914800000,2022-02-03 19:00:00,ETH/USDT,2622.97000000,2629.49000000,2590.66000000,2598.11000000,12157.39020000,31685029.03832000,24209
1643911200000,2022-02-03 18:00:00,ETH/USDT,2626.99000000,2635.57000000,2609.00000000,2622.97000000,8602.88370000,22541268.79234200,19976
1643907600000,2022-02-03 17:00:00,ETH/USDT,2613.75000000,2629.05000000,2602.01000000,2627.00000000,12139.07780000,31739501.57350200,25136
1643904000000,2022-02-03 16:00:00,ETH/USDT,2640.00000000,2659.87000000,2613.55000000,2613.60000000,19452.95830000,51290926.29377200,31018
1643900400000,2022-02-03 15:00:00,ETH/USDT,2608.59000000,2648.40000000,2604.32000000,2640.01000000,30363.48430000,79888034.54558600,41141
1643896800000,2022-02-03 14:00:00,ETH/USDT,2607.24000000,2627.70000000,2595.82000000,2608.59000000,20870.81230000,54538198.20460100,34822
1643893200000,2022-02-03 13:00:00,ETH/USDT,2614.28000000,2628.12000000,2595.38000000,2607.24000000,16613.29210000,43411545.07421900,33099
1643889600000,2022-02-03 12:00:00,ETH/USDT,2622.00000000,2622.55000000,2576.05000000,2614.29000000,24004.88730000,62396491.53743100,46299
1643886000000,2022-02-03 11:00:00,ETH/USDT,2596.39000000,2625.99000000,2590.44000000,2621.91000000,18198.67650000,47481790.00396900,34340
1643882400000,2022-02-03 10:00:00,ETH/USDT,2619.34000000,2624.22000000,2582.75000000,2596.38000000,29929.60880000,77777647.36209300,48604
1643878800000,2022-02-03 09:00:00,ETH/USDT,2672.67000000,2674.32000000,2617.23000000,2618.99000000,16418.65450000,43458174.53940100,30190
1643875200000,2022-02-03 08:00:00,ETH/USDT,2671.35000000,2685.00000000,2662.13000000,2672.66000000,12224.21470000,32673927.30348800,19710
1643871600000,2022-02-03 07:00:00,ETH/USDT,2652.19000000,2677.58000000,2651.13000000,2671.40000000,14546.34560000,38797768.50653200,20110
1643868000000,2022-02-03 06:00:00,ETH/USDT,2655.64000000,2658.32000000,2638.00000000,2652.19000000,10425.94820000,27607831.56210400,19393
1643864400000,2022-02-03 05:00:00,ETH/USDT,2662.63000000,2669.00000000,2646.09000000,2655.46000000,15549.23430000,41324715.99278900,25932
1643860800000,2022-02-03 04:00:00,ETH/USDT,2657.65000000,2673.02000000,2650.69000000,2662.62000000,13242.24160000,35247097.30700800,20790
1643857200000,2022-02-03 03:00:00,ETH/USDT,2687.39000000,2688.50000000,2651.56000000,2657.65000000,13699.67080000,36565604.93574700,26055
1643853600000,2022-02-03 02:00:00,ETH/USDT,2683.34000000,2691.95000000,2669.95000000,2687.39000000,12228.50650000,32790673.18219600,21505
1643850000000,2022-02-03 01:00:00,ETH/USDT,2694.36000000,2707.19000000,2671.00000000,2683.34000000,10382.25850000,27940695.53713100,20825
1643846400000,2022-02-03 00:00:00,ETH/USDT,2680.25000000,2726.64000000,2664.69000000,2694.47000000,28906.95350000,78004916.24353400,49730
1643842800000,2022-02-02 23:00:00,ETH/USDT,2679.36000000,2710.75000000,2669.17000000,2680.67000000,23713.52730000,63812770.56636800,44294
1643839200000,2022-02-02 22:00:00,ETH/USDT,2654.22000000,2700.00000000,2642.81000000,2679.06000000,24266.31940000,64860167.04381400,63517
1643835600000,2022-02-02 21:00:00,ETH/USDT,2727.93000000,2733.53000000,2612.72000000,2654.21000000,45036.05170000,119472819.26548400,86575
1643832000000,2022-02-02 20:00:00,ETH/USDT,2707.26000000,2735.00000000,2691.52000000,2728.13000000,20883.44700000,56581891.55343500,38475
1643828400000,2022-02-02 19:00:00,ETH/USDT,2686.89000000,2719.92000000,2684.18000000,2707.21000000,16706.16880000,45169637.07540400,29923
1643824800000,2022-02-02 18:00:00,ETH/USDT,2685.83000000,2689.15000000,2672.94000000,2686.89000000,9366.16730000,25122118.16048700,21259
1643821200000,2022-02-02 17:00:00,ETH/USDT,2669.76000000,2694.99000000,2662.18000000,2685.83000000,18552.13240000,49696587.29135700,33576
1643817600000,2022-02-02 16:00:00,ETH/USDT,2663.90000000,2674.72000000,2638.00000000,2669.77000000,37920.12970000,100670945.41643900,59306
1643814000000,2022-02-02 15:00:00,ETH/USDT,2687.05000000,2703.17000000,2652.92000000,2663.90000000,41081.03350000,109900879.56451400,65976
1643810400000,2022-02-02 14:00:00,ETH/USDT,2774.00000000,2777.60000000,2684.00000000,2687.05000000,53915.04410000,147203931.67484700,78346
1643806800000,2022-02-02 13:00:00,ETH/USDT,2800.99000000,2804.17000000,2770.53000000,2773.99000000,15138.85610000,42147963.82098200,26185
1643803200000,2022-02-02 12:00:00,ETH/USDT,2766.90000000,2810.88000000,2765.70000000,2800.99000000,23052.38250000,64383670.46741500,39441
1643799600000,2022-02-02 11:00:00,ETH/USDT,2764.15000000,2769.40000000,2752.89000000,2766.89000000,5235.86690000,14457425.37381800,15638
1643796000000,2022-02-02 10:00:00,ETH/USDT,2775.36000000,2776.06000000,2761.23000000,2764.15000000,7796.86790000,21573234.70965200,17448
1643792400000,2022-02-02 09:00:00,ETH/USDT,2762.92000000,2777.71000000,2756.84000000,2775.35000000,9040.75380000,25031487.06263100,20592
1643788800000,2022-02-02 08:00:00,ETH/USDT,2749.35000000,2764.20000000,2740.00000000,2762.91000000,8929.92200000,24590976.63325500,18636
1643785200000,2022-02-02 07:00:00,ETH/USDT,2752.98000000,2761.85000000,2742.38000000,2749.36000000,8760.76430000,24107899.17759000,18483
1643781600000,2022-02-02 06:00:00,ETH/USDT,2764.00000000,2781.43000000,2741.05000000,2752.99000000,12137.86770000,33488136.80667600,22859
1643778000000,2022-02-02 05:00:00,ETH/USDT,2759.95000000,2769.04000000,2750.00000000,2764.01000000,9676.69550000,26683788.42512700,15891
1643774400000,2022-02-02 04:00:00,ETH/USDT,2781.05000000,2781.06000000,2757.44000000,2759.95000000,9904.91440000,27419845.94544500,16877
1643770800000,2022-02-02 03:00:00,ETH/USDT,2775.33000000,2797.00000000,2774.16000000,2781.05000000,9299.97660000,25917201.60003900,17727
1643767200000,2022-02-02 02:00:00,ETH/USDT,2756.54000000,2779.34000000,2741.67000000,2775.33000000,10782.79720000,29809200.37648800,18935
1643763600000,2022-02-02 01:00:00,ETH/USDT,2772.62000000,2780.25000000,2744.36000000,2756.54000000,11596.61540000,32001071.02504900,22735
1643760000000,2022-02-02 00:00:00,ETH/USDT,2787.48000000,2803.53000000,2760.00000000,2772.63000000,15057.82130000,41855131.08629800,27169
1643756400000,2022-02-01 23:00:00,ETH/USDT,2788.05000000,2803.78000000,2776.26000000,2787.23000000,7245.73730000,20230676.90022900,17771
1643752800000,2022-02-01 22:00:00,ETH/USDT,2796.57000000,2804.02000000,2775.06000000,2788.05000000,6818.35120000,19028686.72419000,22473
1643749200000,2022-02-01 21:00:00,ETH/USDT,2769.56000000,2797.66000000,2769.38000000,2796.58000000,10031.44590000,27936927.07350200,22414
1643745600000,2022-02-01 20:00:00,ETH/USDT,2751.03000000,2786.00000000,2750.42000000,2770.08000000,9831.58310000,27233311.78438100,22736
1643742000000,2022-02-01 19:00:00,ETH/USDT,2768.32000000,2777.28000000,2750.44000000,2751.02000000,11915.98780000,32910108.68737800,27303
1643738400000,2022-02-01 18:00:00,ETH/USDT,2782.00000000,2801.11000000,2760.00000000,2768.32000000,11438.12130000,31817117.23166900,25837
1643734800000,2022-02-01 17:00:00,ETH/USDT,2801.98000000,2809.00000000,2765.48000000,2782.01000000,16688.92620000,46462802.66631500,32988
1643731200000,2022-02-01 16:00:00,ETH/USDT,2768.14000000,2813.00000000,2766.18000000,2801.99000000,20783.57770000,57933187.43365700,42013
1643727600000,2022-02-01 15:00:00,ETH/USDT,2771.46000000,2773.68000000,2732.05000000,2768.54000000,26624.08330000,73202830.96952400,50111
1643724000000,2022-02-01 14:00:00,ETH/USDT,2791.60000000,2811.26000000,2756.30000000,2771.45000000,32716.39410000,91137537.98822600,65900
1643720400000,2022-02-01 13:00:00,ETH/USDT,2781.23000000,2804.99000000,2766.26000000,2791.61000000,22437.10100000,62561758.30835200,45956
1643716800000,2022-02-01 12:00:00,ETH/USDT,2761.31000000,2788.96000000,2754.76000000,2781.23000000,17411.96300000,48301887.52023300,34377
1643713200000,2022-02-01 11:00:00,ETH/USDT,2735.95000000,2769.80000000,2729.99000000,2761.32000000,18735.36590000,51583416.45052600,31912
1643709600000,2022-02-01 10:00:00,ETH/USDT,2735.40000000,2746.35000000,2719.00000000,2735.96000000,15748.27630000,43060213.62199200,29966
1643706000000,2022-02-01 09:00:00,ETH/USDT,2765.28000000,2796.79000000,2728.97000000,2735.40000000,35639.56910000,98501319.68443900,63580
1643702400000,2022-02-01 08:00:00,ETH/USDT,2736.69000000,2766.00000000,2732.00000000,2765.65000000,12231.27260000,33633326.23907200,24963
1643698800000,2022-02-01 07:00:00,ETH/USDT,2733.22000000,2746.56000000,2732.21000000,2736.69000000,7894.09430000,21627375.12799300,18503
1643695200000,2022-02-01 06:00:00,ETH/USDT,2732.85000000,2739.16000000,2718.22000000,2733.23000000,11106.37610000,30312677.60867800,23013
1643691600000,2022-02-01 05:00:00,ETH/USDT,2743.97000000,2751.75000000,2731.57000000,2732.85000000,11401.28500000,31272653.46667500,19484
1643688000000,2022-02-01 04:00:00,ETH/USDT,2751.63000000,2767.31000000,2734.00000000,2743.97000000,14842.09610000,40780071.94812800,27258
1643684400000,2022-02-01 03:00:00,ETH/USDT,2715.09000000,2757.90000000,2709.30000000,2751.62000000,30008.54702000,82122521.73378500,60391
1643680800000,2022-02-01 02:00:00,ETH/USDT,2684.54000000,2719.00000000,2680.08000000,2715.08000000,12803.10860000,34580281.07844700,32229
1643677200000,2022-02-01 01:00:00,ETH/USDT,2689.04000000,2702.00000000,2678.79000000,2684.54000000,11068.09810000,29810272.66807700,22156
1643673600000,2022-02-01 00:00:00,ETH/USDT,2686.94000000,2706.00000000,2673.52000000,2689.05000000,14612.91260000,39300527.88789100,27009
1643670000000,2022-01-31 23:00:00,ETH/USDT,2680.00000000,2690.00000000,2676.70000000,2686.94000000,14428.25780000,38732521.86701900,19546
1643666400000,2022-01-31 22:00:00,ETH/USDT,2680.03000000,2705.84000000,2677.72000000,2680.00000000,12960.54810000,34857634.81255700,25815
1643662800000,2022-01-31 21:00:00,ETH/USDT,2684.10000000,2688.68000000,2673.93000000,2679.63000000,8589.79750000,23021611.00306000,19844
1643659200000,2022-01-31 20:00:00,ETH/USDT,2672.50000000,2694.85000000,2662.51000000,2683.97000000,17418.77870000,46649444.70856500,34074
1643655600000,2022-01-31 19:00:00,ETH/USDT,2679.17000000,2706.77000000,2661.53000000,2672.72000000,26051.81000000,69974339.89455300,56117
1643652000000,2022-01-31 18:00:00,ETH/USDT,2686.90000000,2694.92000000,2673.04000000,2679.17000000,14535.96910000,39006146.26071700,36940
1643648400000,2022-01-31 17:00:00,ETH/USDT,2684.78000000,2696.33000000,2669.28000000,2686.82000000,31359.79430000,84113003.68690600,55708
1643644800000,2022-01-31 16:00:00,ETH/USDT,2620.66000000,2692.79000000,2613.35000000,2685.00000000,48694.37710000,129324027.54514900,79454
1643641200000,2022-01-31 15:00:00,ETH/USDT,2587.07000000,2635.00000000,2582.67000000,2620.66000000,40665.13720000,106368935.66850500,66259
1643637600000,2022-01-31 14:00:00,ETH/USDT,2558.41000000,2590.60000000,2552.38000000,2587.07000000,15820.32920000,40641951.79373700,32599
1643634000000,2022-01-31 13:00:00,ETH/USDT,2540.20000000,2570.00000000,2520.00000000,2558.41000000,14177.71760000,36125955.52205400,26247
1643630400000,2022-01-31 12:00:00,ETH/USDT,2558.00000000,2572.41000000,2520.00000000,2540.09000000,17385.97210000,44121783.06780100,31486
1643626800000,2022-01-31 11:00:00,ETH/USDT,2552.07000000,2569.75000000,2518.45000000,2558.01000000,18248.49850000,46437904.34503100,30026
1643623200000,2022-01-31 10:00:00,ETH/USDT,2542.13000000,2556.43000000,2534.33000000,2552.07000000,7941.22880000,20215552.82576900,18597
1643619600000,2022-01-31 09:00:00,ETH/USDT,2531.91000000,2546.56000000,2523.27000000,2542.13000000,10341.34920000,26237441.19936900,18986
1643616000000,2022-01-31 08:00:00,ETH/USDT,2529.07000000,2534.89000000,2523.03000000,2532.07000000,7399.50970000,18712258.48529000,18101
1643612400000,2022-01-31 07:00:00,ETH/USDT,2506.05000000,2529.54000000,2502.82000000,2529.07000000,9790.83300000,24668417.42945300,22488
1643608800000,2022-01-31 06:00:00,ETH/USDT,2508.46000000,2516.59000000,2502.38000000,2506.05000000,7278.41560000,18267495.83560400,16208
1643605200000,2022-01-31 05:00:00,ETH/USDT,2498.70000000,2510.87000000,2490.29000000,2508.45000000,7045.47840000,17620941.52276300,16147
1643601600000,2022-01-31 04:00:00,ETH/USDT,2512.07000000,2512.07000000,2476.07000000,2498.70000000,14347.18850000,35811987.39392400,26084
1643598000000,2022-01-31 03:00:00,ETH/USDT,2512.26000000,2521.90000000,2501.95000000,2512.07000000,12480.18870000,31351964.03514300,21873
1643594400000,2022-01-31 02:00:00,ETH/USDT,2525.04000000,2525.88000000,2490.75000000,2512.25000000,31943.56630000,80087255.92049900,50002
1643590800000,2022-01-31 01:00:00,ETH/USDT,2538.98000000,2550.53000000,2521.55000000,2525.04000000,24726.02990000,62749151.27155200,39265
1643587200000,2022-01-31 00:00:00,ETH/USDT,2601.67000000,2608.48000000,2533.17000000,2538.98000000,30954.07570000,79390801.48440900,53131
1643583600000,2022-01-30 23:00:00,ETH/USDT,2575.59000000,2632.60000000,2575.27000000,2601.68000000,32894.27780000,86062937.66098000,46089
1643580000000,2022-01-30 22:00:00,ETH/USDT,2559.70000000,2581.29000000,2544.39000000,2575.68000000,9278.05850000,23788260.08991800,23562
1643576400000,2022-01-30 21:00:00,ETH/USDT,2575.43000000,2579.06000000,2548.78000000,2559.69000000,10568.88240000,27069216.73073400,21739
1643572800000,2022-01-30 20:00:00,ETH/USDT,2560.25000000,2582.86000000,2542.50000000,2575.42000000,17851.59870000,45720039.12681800,35072
1643569200000,2022-01-30 19:00:00,ETH/USDT,2597.53000000,2597.69000000,2552.95000000,2560.25000000,18710.57610000,48096629.91087500,37065
1643565600000,2022-01-30 18:00:00,ETH/USDT,2618.46000000,2624.66000000,2595.41000000,2597.53000000,7979.75230000,20841019.93255000,18198
1643562000000,2022-01-30 17:00:00,ETH/USDT,2598.12000000,2620.97000000,2586.64000000,2618.46000000,7742.69400000,20161073.77722200,19155
1643558400000,2022-01-30 16:00:00,ETH/USDT,2617.19000000,2623.83000000,2592.52000000,2598.12000000,8512.53120000,22194205.55899000,18695
1643554800000,2022-01-30 15:00:00,ETH/USDT,2601.98000000,2621.40000000,2593.78000000,2617.20000000,12226.29030000,31920416.57631300,23619
1643551200000,2022-01-30 14:00:00,ETH/USDT,2610.35000000,2618.76000000,2585.58000000,2601.99000000,13519.52030000,35123448.59534500,28505
1643547600000,2022-01-30 13:00:00,ETH/USDT,2615.75000000,2623.16000000,2603.24000000,2610.35000000,7654.83470000,20007684.43034000,18704
1643544000000,2022-01-30 12:00:00,ETH/USDT,2626.24000000,2639.00000000,2608.00000000,2615.60000000,11031.28140000,28926193.63335600,22311
1643540400000,2022-01-30 11:00:00,ETH/USDT,2627.00000000,2640.00000000,2610.09000000,2626.24000000,9122.97150000,23933066.77981000,22878
1643536800000,2022-01-30 10:00:00,ETH/USDT,2609.87000000,2627.12000000,2604.43000000,2627.12000000,7930.59770000,20749131.74132500,17408
1643533200000,2022-01-30 09:00:00,ETH/USDT,2606.87000000,2616.97000000,2597.30000000,2609.86000000,7203.98080000,18793060.64254800,17017
1643529600000,2022-01-30 08:00:00,ETH/USDT,2618.89000000,2627.33000000,2600.00000000,2606.88000000,11337.99590000,29621025.93252000,21593
1643526000000,2022-01-30 07:00:00,ETH/USDT,2615.89000000,2632.40000000,2608.92000000,2618.89000000,11614.10020000,30427305.27754800,21772
1643522400000,2022-01-30 06:00:00,ETH/USDT,2605.21000000,2619.90000000,2595.96000000,2615.88000000,14733.53440000,38383097.08478700,20852
1643518800000,2022-01-30 05:00:00,ETH/USDT,2590.36000000,2613.32000000,2588.10000000,2605.21000000,14907.97240000,38791546.74985200,24048
1643515200000,2022-01-30 04:00:00,ETH/USDT,2570.48000000,2592.39000000,2568.00000000,2590.37000000,11146.91280000,28715208.49114400,19710
1643511600000,2022-01-30 03:00:00,ETH/USDT,2580.84000000,2587.97000000,2566.70000000,2570.48000000,6657.01560000,17162351.15725300,14480
1643508000000,2022-01-30 02:00:00,ETH/USDT,2581.49000000,2584.28000000,2569.22000000,2580.66000000,7736.91830000,19945585.25428500,17050
1643504400000,2022-01-30 01:00:00,ETH/USDT,2568.65000000,2585.65000000,2565.00000000,2581.49000000,8718.61310000,22463946.12644000,19103
1643500800000,2022-01-30 00:00:00,ETH/USDT,2601.43000000,2614.97000000,2563.49000000,2568.64000000,21689.17550000,56143383.30416800,35853
1643497200000,2022-01-29 23:00:00,ETH/USDT,2600.20000000,2604.33000000,2581.19000000,2601.43000000,8767.22500000,22711348.92031900,18527
1643493600000,2022-01-29 22:00:00,ETH/USDT,2614.67000000,2619.53000000,2593.38000000,2600.09000000,8153.20320000,21221263.41784400,22071
1643490000000,2022-01-29 21:00:00,ETH/USDT,2605.80000000,2636.02000000,2600.23000000,2614.67000000,14734.03290000,38646144.39680700,29094
1643486400000,2022-01-29 20:00:00,ETH/USDT,2589.99000000,2636.66000000,2580.25000000,2605.79000000,32741.79240000,85520942.54737700,53829
1643482800000,2022-01-29 19:00:00,ETH/USDT,2592.07000000,2605.55000000,2587.01000000,2589.99000000,9856.93930000,25583950.02882100,20741
1643479200000,2022-01-29 18:00:00,ETH/USDT,2564.86000000,2601.62000000,2563.20000000,2592.26000000,12038.60450000,31105304.32395500,27943
1643475600000,2022-01-29 17:00:00,ETH/USDT,2558.75000000,2577.00000000,2557.50000000,2564.86000000,10801.02890000,27726044.65752200,23713
1643472000000,2022-01-29 16:00:00,ETH/USDT,2543.68000000,2562.03000000,2527.01000000,2558.74000000,14744.91490000,37527397.56793100,24990
1643468400000,2022-01-29 15:00:00,ETH/USDT,2541.38000000,2553.68000000,2523.65000000,2543.36000000,22568.78150000,57288897.77389100,37697
1643464800000,2022-01-29 14:00:00,ETH/USDT,2606.16000000,2607.61000000,2532.26000000,2541.08000000,40546.33070000,104208627.59797700,49880
1643461200000,2022-01-29 13:00:00,ETH/USDT,2574.28000000,2607.69000000,2562.62000000,2606.16000000,20651.82150000,53477227.16456900,35152
1643457600000,2022-01-29 12:00:00,ETH/USDT,2554.83000000,2590.00000000,2540.00000000,2574.28000000,20301.76480000,52193185.18589300,31291
1643454000000,2022-01-29 11:00:00,ETH/USDT,2551.71000000,2555.41000000,2541.96000000,2554.84000000,7867.84600000,20054927.91974300,16596
